sentiment,text,char_count,word_count,label
neutral,Ruukki is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions .,161,20,1
negative,Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,146,25,0
neutral,"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",105,19,1
neutral,OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,124,24,1
negative,"Temporary lay-offs , affecting the entire workforce , will also be implemented .",80,13,0
positive,"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",118,26,2
positive,NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,164,26,2
neutral,"UPM is the biggest producer of magazine paper in Europe , with a market share of over 30 pct , and it is likely to say that prices in the segment were at best flat during the quarter , analysts said .",200,42,1
positive,Through this transaction we are able to participate in developing the industry .,80,13,2
neutral,No other ev3 devices were involved in this action .,51,10,1
positive,Return on capital employed rose by 4.8 percentage points to 19.6 % .,68,13,2
neutral,Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,120,19,1
positive,Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,168,27,2
positive,The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,93,17,2
neutral,"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",113,23,1
positive,"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",177,34,2
positive,"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",220,40,2
neutral,"The Vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services .",171,28,1
neutral,"It would be premature to talk about dates , volume and the investment procedure , '' he said .",94,19,1
positive,This bold spinning 360 red fabric design is set beautifully on Ercols Napoli sofa .,83,15,2
neutral,"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia .",157,27,1
positive,The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,95,21,2
positive,"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .",233,51,2
positive,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",171,31,2
positive,We are now in a position to pursue novel clinical candidates going forward . '',79,15,2
positive,"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",83,20,2
neutral,"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",103,15,1
neutral,"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .",130,24,1
neutral,Airbus will attempt to evacuate up to 873 people within 90 seconds .,68,13,1
neutral,Public services will also be available .,40,7,1
negative,"Employing 112 in Finland and 280 abroad , the unit recorded first-quarter 2007 sales of 8.6 mln eur , with an operating loss of 1.6 mln eur .",141,28,0
negative,And U.S. energy executives say high steel prices are threatening energy exploration .,85,13,0
neutral,"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",111,19,1
positive,Sales increased due to growing market rates and increased operations .,70,11,2
neutral,Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,125,23,1
positive,"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",198,34,2
neutral,The issuer is solely responsible for the content of this announcement .,71,12,1
neutral,"Stora Enso has also had meetings with the labor authorities , Employment and Economic Development Centres and representatives of the government in order to find solutions .",172,27,1
neutral,"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .",172,28,1
neutral,"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",133,25,1
neutral,"As previously announced , GeoSentric Oyj entered into financing agreements with its lead investor on June 30 , 2010 enabling the Company to receive financing up to the aggregate amount of 6M .",192,33,1
positive,"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",94,19,2
positive,Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,65,11,2
positive,`` Our design team has long admired Marimekko 's vivid patterns and colors .,76,14,2
neutral,International operations accounted for over 80 % of net sales .,63,11,1
negative,Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,181,40,0
neutral,The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,146,27,1
neutral,U.S. District Judge Douglas P. Woodlock yesterday extended a Jan. 17 temporary restraining order until March 7 .,112,18,1
neutral,Net sales in 2007 totalled EUR 329 million and the operating margin was over 19 % .,83,17,1
neutral,"Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta .",184,34,1
neutral,Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,114,19,1
neutral,Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) reported on Friday ( 15 August ) an operating profit of EUR65 .0 m on net sales of EUR342 .9 m for the period January-June 2008 .,220,40,1
neutral,The Symbian Foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its Symbian mobile phone operating system by mistake .,178,28,1
positive,"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",97,20,2
positive,The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses .,133,20,2
neutral,"The contract traded at an all-time high of $ 50,200 a ton on April 24 .",71,16,1
neutral,"On January 29 , 2009 The largest Nordic bank Nordea and Finnish retail chain Stockmann launched a regionally unique cooperation project : they are the first to introduce a common MasterCard credit card enabling payments in different states and stores .",252,41,1
positive,"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",138,28,2
neutral,"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .",111,18,1
negative,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",100,24,0
neutral,"The company will publish its financial statement for 2008 on February 25 , 2009 .",81,15,1
neutral,The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,104,20,1
